OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,SHAPE.AREA,SHAPE.LEN,area_sq_km,heritage_tree_count,heritage_trees_per_sq_km,hdb_building_count,heritage_trees_per_100_hdb_buildings,tree_proxy_warning
900,1,YISHUN CENTRAL,YSSZ01,N,YISHUN,YS,NORTH REGION,NR,796B74418F857A6C,20191223152313,436368.53382633,2549.6431822731,0.4393,0,0.0,13,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
901,3,PASIR RIS CENTRAL,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,FF244AAC9D31CDAF,20191223152313,1511487.38407576,5273.23900210143,1.5217,0,0.0,129,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
902,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,516F895227C1A0CC,20191223152313,2456253.04570621,7902.51792882691,2.4728,0,0.0,17,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
903,1,PAYA LEBAR NORTH,PLSZ01,N,PAYA LEBAR,PL,EAST REGION,ER,100D316E8AEA9465,20191223152313,1287212.65899682,4809.99200941985,1.2959,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
904,3,HOUGANG EAST,HGSZ03,N,HOUGANG,HG,NORTH-EAST REGION,NER,EED5DED3CE2CF722,20191223152313,842667.62612269,3960.44686191444,0.8483,0,0.0,87,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
905,10,LORONG HALUS,HGSZ10,N,HOUGANG,HG,NORTH-EAST REGION,NER,F0518D430182A509,20191223152313,1333532.9862028,5788.9600009412,1.3425,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
906,2,KANGKAR,HGSZ02,N,HOUGANG,HG,NORTH-EAST REGION,NER,BE2E2BB27D14DC52,20191223152313,1007410.00224691,5617.43081118553,1.0142,0,0.0,82,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
907,2,CHANGI WEST,CHSZ02,N,CHANGI,CH,EAST REGION,ER,A61E707AC702A824,20191223152313,4803931.3541115,14932.7264276718,4.8363,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
908,2,HOLLAND DRIVE,QTSZ02,N,QUEENSTOWN,QT,CENTRAL REGION,CR,D4581C0BFC14C9BD,20191223152313,470674.752062255,3312.82445264164,0.4738,0,0.0,41,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
856,4,HOUGANG WEST,HGSZ04,N,HOUGANG,HG,NORTH-EAST REGION,NER,27B0E0BDE3579753,20191223152313,1328876.19765909,6424.48213864367,1.3378,0,0.0,174,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
857,3,PAYA LEBAR WEST,PLSZ03,N,PAYA LEBAR,PL,EAST REGION,ER,88D706EFBDE6AE31,20191223152313,601726.5923635,5914.88165500231,0.6058,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
858,4,BANGKIT,BPSZ04,N,BUKIT PANJANG,BP,WEST REGION,WR,434BCF269E20F681,20191223152313,763183.429445305,4350.13572206134,0.7683,0,0.0,72,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
859,1,LORONG HALUS NORTH,SESZ01,N,SENGKANG,SE,NORTH-EAST REGION,NER,4A9FCDF7EAE9BEAE,20191223152313,924866.016484645,3930.09675185382,0.9311,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
860,4,PENG SIANG,CKSZ04,N,CHOA CHU KANG,CK,WEST REGION,WR,55D32D2C89CA2B41,20191223152313,862737.088660295,4555.05795281114,0.8686,0,0.0,122,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
861,2,PASIR RIS WEST,PRSZ02,N,PASIR RIS,PR,EAST REGION,ER,504681216FE2A24B,20191223152313,1583440.16442255,5128.4948903532,1.5941,0,0.0,266,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
862,9,YIO CHU KANG WEST,AMSZ09,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,34215498CFFEE6DF,20191223152313,846137.19730989,3707.00572694614,0.8518,0,0.0,56,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
863,1,CHANGI POINT,CHSZ01,N,CHANGI,CH,EAST REGION,ER,905D310D6A202C7B,20191223152313,997937.519525735,4912.18992164786,1.0047,16,15.925,7,228.571,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
864,3,SENGKANG TOWN CENTRE,SESZ03,N,SENGKANG,SE,NORTH-EAST REGION,NER,FDC4FBC160B955B0,20191223152313,1460534.44098612,5225.14966453345,1.4704,0,0.0,221,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
865,4,ANCHORVALE,SESZ04,N,SENGKANG,SE,NORTH-EAST REGION,NER,D1AAEF91E0826B9F,20191223152313,1496681.28662161,5115.29971797571,1.5068,0,0.0,172,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
866,7,SENGKANG WEST,SESZ07,N,SENGKANG,SE,NORTH-EAST REGION,NER,A0B89988F8E01041,20191223152313,1667086.4603752,5992.42825247901,1.6783,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
867,6,FERNVALE,SESZ06,N,SENGKANG,SE,NORTH-EAST REGION,NER,F10D1C953E9D8403,20191223152313,2391627.04450326,6491.77131403224,2.4077,0,0.0,215,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
868,4,PUNGGOL FIELD,PGSZ04,N,PUNGGOL,PG,NORTH-EAST REGION,NER,7462F6141FA74A37,20191223152313,1378710.53569806,5229.11611384764,1.388,0,0.0,182,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
869,6,YEW TEE,CKSZ06,N,CHOA CHU KANG,CK,WEST REGION,WR,3B59590851B4D688,20191223152313,923214.74805272,3715.39348343545,0.9294,0,0.0,131,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
870,1,PASIR RIS WAFER FAB PARK,PRSZ01,N,PASIR RIS,PR,EAST REGION,ER,8ED8595B49D9E9B6,20191223152313,5325421.57045121,10606.6467514689,5.3613,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
871,5,TRAFALGAR,HGSZ05,N,HOUGANG,HG,NORTH-EAST REGION,NER,86A32783BB5CDD32,20191223152313,1744387.40738653,6199.26749111497,1.7561,0,0.0,170,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
872,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,6C4646318E77D86D,20191223152313,1003202.6199168,4541.30971305998,1.01,0,0.0,95,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
873,3,CHOA CHU KANG CENTRAL,CKSZ03,N,CHOA CHU KANG,CK,WEST REGION,WR,BB228DB52E16706A,20191223152313,1095687.96473676,4190.27344956292,1.1031,0,0.0,63,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
874,3,FAJAR,BPSZ03,N,BUKIT PANJANG,BP,WEST REGION,WR,2F183C2676E91CD1,20191223152313,668454.439260945,3800.60894050328,0.673,0,0.0,108,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
875,1,SENJA,BPSZ01,N,BUKIT PANJANG,BP,WEST REGION,WR,E8D08EFDCD0D5E22,20191223152313,624877.500115815,3836.25422873276,0.6291,0,0.0,80,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
876,2,SAUJANA,BPSZ02,N,BUKIT PANJANG,BP,WEST REGION,WR,BAD02A93A41830EC,20191223152313,674992.000939495,3686.69056676927,0.6795,0,0.0,84,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
877,1,SELETAR HILLS,SGSZ01,N,SERANGOON,SG,NORTH-EAST REGION,NER,AE4E2159139560B6,20191223152313,2330683.264419,6498.65107142,2.3464,1,0.426,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
878,5,COMPASSVALE,SESZ05,N,SENGKANG,SE,NORTH-EAST REGION,NER,8C655DC88E04FC37,20191223152313,1093213.49086991,5216.01738046624,1.1006,0,0.0,83,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
879,12,YIO CHU KANG EAST,AMSZ12,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,75F91E9882406325,20191223152313,1861872.04191577,5592.19108104339,1.8744,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
880,10,YIO CHU KANG,AMSZ10,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,5E2B16BB381BAEA4,20191223152313,909418.567688575,4533.21836353291,0.9155,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
881,6,LOYANG WEST,PRSZ06,N,PASIR RIS,PR,EAST REGION,ER,F05BF2567D72CBEB,20191223152313,2106164.21092776,6188.38256219872,2.1203,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
882,8,TAGORE,AMSZ08,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,DECC20CBAF2CD0C4,20191223152313,3334192.44168521,8162.6001736674,3.3567,1,0.298,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
883,4,PASIR RIS PARK,PRSZ04,N,PASIR RIS,PR,EAST REGION,ER,34158DC9A5EE85F6,20191223152313,1719704.87822023,8519.67572018454,1.7313,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
884,5,CHOA CHU KANG NORTH,CKSZ05,N,CHOA CHU KANG,CK,WEST REGION,WR,BB56B92C1990A67A,20191223152313,1088638.00008559,4552.3143012583,1.096,0,0.0,124,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
885,2,RIVERVALE,SESZ02,N,SENGKANG,SE,NORTH-EAST REGION,NER,986666487FF7CF78,20191223152313,1569034.78420472,6315.95441658403,1.5796,0,0.0,210,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
886,11,YIO CHU KANG NORTH,AMSZ11,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,0C1D0E02347BCC50,20191223152313,1464508.92860457,6446.73218012068,1.4744,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
887,8,YUNNAN,JWSZ08,N,JURONG WEST,JW,WEST REGION,WR,D3B6116B19FF864D,20191223152313,2206305.0091039,7192.20867524157,2.2212,0,0.0,244,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
888,5,LORONG CHUAN,SGSZ05,N,SERANGOON,SG,NORTH-EAST REGION,NER,8CF45D8EE07ED019,20191223152313,1180126.11150258,5440.34732379145,1.1881,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
889,3,HONG KAH,JWSZ03,N,JURONG WEST,JW,WEST REGION,WR,671D28271BABC959,20191223152313,1793463.63083299,5589.78456120789,1.8055,0,0.0,174,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
890,4,SELETAR,SLSZ04,N,SELETAR,SL,NORTH-EAST REGION,NER,090196CCA5F07AF2,20191223152313,3916069.33748198,8487.27447615785,3.9425,1,0.254,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
891,4,PANG SUA,SKSZ04,N,SUNGEI KADUT,SK,NORTH REGION,NR,310C8087D7221C08,20191223152313,2175380.05847392,7561.99010711162,2.19,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
892,1,SELETAR AEROSPACE PARK,SLSZ01,N,SELETAR,SL,NORTH-EAST REGION,NER,C0F8B68345D7ACCF,20191223152313,3623010.72029012,8946.47979499291,3.6474,6,1.645,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
893,8,KHATIB,YSSZ08,N,YISHUN,YS,NORTH REGION,NR,DC75517DA31123DB,20191223152313,1432913.06237233,4956.14573523388,1.4426,0,0.0,44,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
894,1,MANDAI WEST,MDSZ01,N,MANDAI,MD,NORTH REGION,NR,D43F8AE8019B62F7,20191223152313,4388415.12969891,9631.09311702139,4.418,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
895,7,CONEY ISLAND,PGSZ07,N,PUNGGOL,PG,NORTH-EAST REGION,NER,4CC899749E12D4E3,20191223152313,1200435.19332925,5670.63998059052,1.2085,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
896,4,YISHUN SOUTH,YSSZ04,N,YISHUN,YS,NORTH REGION,NR,4F460D4A3AFAC8BF,20191223152313,1340167.98839231,5781.58805086045,1.3492,0,0.0,158,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
936,5,RESERVOIR VIEW,SKSZ05,N,SUNGEI KADUT,SK,NORTH REGION,NR,40050ADDFBCC870F,20191223152313,3284130.41989259,10399.424484763,3.3063,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
937,3,WOODLANDS EAST,WDSZ03,N,WOODLANDS,WD,NORTH REGION,NR,C90769E43EE6B0F2,20191223152313,2553463.7239158,6603.60830096971,2.5707,0,0.0,347,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
938,3,SEMBAWANG CENTRAL,SBSZ03,N,SEMBAWANG,SB,NORTH REGION,NR,5FDC3CA8CAC33369,20191223152313,961421.722696265,3950.53359741633,0.9679,0,0.0,119,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
939,7,GREENWOOD PARK,WDSZ07,N,WOODLANDS,WD,NORTH REGION,NR,A38714A4F4163DCE,20191223152313,1281296.51029221,4620.86556654821,1.2899,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
940,1,SEMBAWANG EAST,SBSZ01,N,SEMBAWANG,SB,NORTH REGION,NR,5C6A0B0C3E280F49,20191223152313,758123.4599344,3494.9734125588,0.7632,0,0.0,85,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
941,8,SENOKO WEST,WDSZ08,N,WOODLANDS,WD,NORTH REGION,NR,ACD9BD92A81177CE,20191223152313,905921.117851695,3966.74096880477,0.912,0,0.0,2,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
942,3,MATILDA,PGSZ03,N,PUNGGOL,PG,NORTH-EAST REGION,NER,DE257E21D72CC368,20191223152313,1418032.68615817,5382.82268872291,1.4276,0,0.0,180,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
943,5,WATERWAY EAST,PGSZ05,N,PUNGGOL,PG,NORTH-EAST REGION,NER,A9E7E4A7DEE0B6F2,20191223152313,1489246.88272305,5391.06510657085,1.4993,0,0.0,214,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
944,3,GALI BATU,SKSZ03,N,SUNGEI KADUT,SK,NORTH REGION,NR,B462B6D7566CF5CD,20191223152313,5186128.07725419,9036.6827707223,5.2211,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
952,9,CRAWFORD,KLSZ09,N,KALLANG,KL,CENTRAL REGION,CR,A8E5B51305251A59,20191223152313,235996.952084445,2081.07647554203,0.2376,0,0.0,28,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
953,4,TUAS BAY,TSSZ04,N,TUAS,TS,WEST REGION,WR,40DF114D595673C6,20191223152313,5864239.52525122,12936.9977243941,5.9037,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
954,5,TUAS VIEW,TSSZ05,N,TUAS,TS,WEST REGION,WR,25BB3BECDD4562CD,20191223152313,4472029.37321271,9799.41168365992,4.5021,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
955,3,BAHAR,WCSZ03,N,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,724F6DE37254CC82,20191223152313,500139.02999166,3203.94900063747,0.5035,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
956,2,CLEANTECH,WCSZ02,N,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,A0DEF5BD36C57EA8,20191223152313,697637.382894995,3690.81598156046,0.7023,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
957,5,LAKESIDE (BUSINESS),JESZ05,N,JURONG EAST,JE,WEST REGION,WR,E7A966ACDB7B6DCF,20191223152313,1130951.78297144,6024.04257256631,1.1386,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
958,3,PARK,THSZ03,N,TENGAH,TH,WEST REGION,WR,054126B92755429F,20191223152313,1459158.63244467,6284.4935168023,1.469,0,0.0,54,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
959,4,BRICKLAND,THSZ04,N,TENGAH,TH,WEST REGION,WR,F9F6AE822CFB2FD9,20191223152313,784712.39093445,4107.48711157113,0.79,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
960,1,FOREST HILL,THSZ01,N,TENGAH,TH,WEST REGION,WR,8D98A409DD602273,20191223152313,1046417.57595659,4234.37168345758,1.0535,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
961,6,PLANTATION,THSZ06,N,TENGAH,TH,WEST REGION,WR,7F45301009532799,20191223152313,899102.54441201,4327.32623855137,0.9052,0,0.0,66,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
962,5,GARDEN,THSZ05,N,TENGAH,TH,WEST REGION,WR,F299A7CBC5D70DA0,20191223152313,780759.70582217,3622.69637887637,0.786,0,0.0,47,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
963,4,AIRPORT ROAD,PLSZ04,N,PAYA LEBAR,PL,EAST REGION,ER,F11FE08B4945301B,20191223152313,482856.69353526,3332.75818033943,0.4861,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
964,9,NORTH COAST,WDSZ09,N,WOODLANDS,WD,NORTH REGION,NR,67D8151DBED1808F,20191223152313,2450947.54753915,10787.5282469671,2.4675,0,0.0,34,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
945,6,SPRINGLEAF,YSSZ06,N,YISHUN,YS,NORTH REGION,NR,5D0241839A91E181,20191223152313,2209210.7052003,6912.80078042175,2.2241,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
946,2,PUNGGOL TOWN CENTRE,PGSZ02,N,PUNGGOL,PG,NORTH-EAST REGION,NER,C88176A77BABF895,20191223152313,1262037.11545082,4866.20171592113,1.2705,0,0.0,75,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
947,6,PUNGGOL CANAL,PGSZ06,N,PUNGGOL,PG,NORTH-EAST REGION,NER,90CACDCDAB5FFD84,20191223152313,1252407.60285503,6238.20673889609,1.2608,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
948,1,CENTRAL WATER CATCHMENT,CCSZ01,N,CENTRAL WATER CATCHMENT,CC,NORTH REGION,NR,E04A0F15275C0437,20191223152313,37158688.9453345,30487.5608561787,37.4093,8,0.214,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
949,6,SEMBAWANG STRAITS,SBSZ06,N,SEMBAWANG,SB,NORTH REGION,NR,E20BBFE7BA39DAF0,20191223152313,1540733.67478403,7217.38880764121,1.5511,2,1.289,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
950,7,THE WHARVES,SBSZ07,N,SEMBAWANG,SB,NORTH REGION,NR,2723085BAD7B8B1A,20191223152313,1635808.13813976,11828.876267587,1.6468,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
951,8,SENOKO NORTH,SBSZ08,N,SEMBAWANG,SB,NORTH REGION,NR,D7AF76A7B698EBFC,20191223152313,2241224.89099326,7392.30754962221,2.2563,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
909,3,CHANGI AIRPORT,CHSZ03,N,CHANGI,CH,EAST REGION,ER,45D6F333D448C0BC,20191223152313,35669230.7966312,28304.8997718477,35.9092,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
910,2,PEOPLE'S PARK,OTSZ02,Y,OUTRAM,OT,CENTRAL REGION,CR,63E72AD190C5910E,20191223152313,91352.418043585,1828.36403150446,0.092,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
911,1,MOUNTBATTEN,MPSZ01,N,MARINE PARADE,MP,CENTRAL REGION,CR,0BD8CFB4AC667134,20191223152313,1711946.01309328,5422.49752755028,1.7235,1,0.58,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
912,4,ALJUNIED,GLSZ04,N,GEYLANG,GL,CENTRAL REGION,CR,BFA411234F9CD324,20191223152313,2961466.15045638,7105.13902756705,2.9814,0,0.0,126,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
913,3,PULAU PUNGGOL TIMOR,SLSZ03,N,SELETAR,SL,NORTH-EAST REGION,NER,F15E31C86A06E4C4,20191223152313,1259743.14035744,4817.80350283125,1.2682,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
914,2,TURF CLUB,SKSZ02,N,SUNGEI KADUT,SK,NORTH REGION,NR,17459E60C3EEAF30,20191223152313,3291405.5056869,7665.6760194316,3.3136,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
915,4,WOODLANDS SOUTH,WDSZ04,N,WOODLANDS,WD,NORTH REGION,NR,8A4E14DAC4ACE11C,20191223152313,1576001.47578921,5211.38443466678,1.5866,0,0.0,132,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
916,5,WOODGROVE,WDSZ05,N,WOODLANDS,WD,NORTH REGION,NR,DB45E84D9761116A,20191223152313,1664187.247845,6285.06565173198,1.6754,0,0.0,123,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
917,3,YISHUN EAST,YSSZ03,N,YISHUN,YS,NORTH REGION,NR,1962ECC8619AFF55,20191223152313,1769246.05491137,5967.63361929069,1.7812,0,0.0,276,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
918,1,MURAI,WCSZ01,N,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,ABCC4215E5EE5CFE,20191223152313,68550559.2966177,45176.2807311632,69.012,1,0.014,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
919,2,PULAU PUNGGOL BARAT,SLSZ02,N,SELETAR,SL,NORTH-EAST REGION,NER,E90150177AF78239,20191223152313,2050051.18630661,6251.20763668672,2.0639,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
920,4,PULAU SELETAR,SMSZ04,N,SIMPANG,SM,NORTH REGION,NR,66E54DD5CE0C71A2,20191223152313,1611278.67537751,5466.04826912817,1.6221,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
921,5,ADMIRALTY,SBSZ05,N,SEMBAWANG,SB,NORTH REGION,NR,2E2DB30B78E2AC57,20191223152313,1261648.74800536,4534.25188835954,1.2702,3,2.362,57,5.263,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
922,1,LIM CHU KANG,LKSZ01,N,LIM CHU KANG,LK,NORTH REGION,NR,3C3E4E4975E5470D,20191223152313,17495367.0342291,18710.1865225383,17.6131,1,0.057,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
923,1,SIMPANG NORTH,SMSZ01,N,SIMPANG,SM,NORTH REGION,NR,19529EBD71A301DD,20191223152313,3450455.35947988,9071.75244948476,3.4737,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
924,9,SENOKO SOUTH,SBSZ09,N,SEMBAWANG,SB,NORTH REGION,NR,6535675C142CEB7B,20191223152313,1743360.19009996,5262.0161009772,1.7551,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
925,4,SEMBAWANG NORTH,SBSZ04,N,SEMBAWANG,SB,NORTH REGION,NR,E10B955B25D378F3,20191223152313,1394478.53700354,5511.69892381565,1.4039,0,0.0,87,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
926,2,TANJONG IRAU,SMSZ02,N,SIMPANG,SM,NORTH REGION,NR,74181C5882F588F0,20191223152313,1074375.1211698,4322.19523418239,1.0816,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
927,9,YISHUN WEST,YSSZ09,N,YISHUN,YS,NORTH REGION,NR,95C11920195B86C7,20191223152313,1517767.38916657,5318.57926605017,1.528,0,0.0,153,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
928,1,WOODLANDS REGIONAL CENTRE,WDSZ01,N,WOODLANDS,WD,NORTH REGION,NR,8AEF535CD000EA39,20191223152313,595652.143903905,3254.34327540818,0.5997,0,0.0,7,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
929,1,NORTH-EASTERN ISLANDS,NESZ01,N,NORTH-EASTERN ISLANDS,NE,NORTH-EAST REGION,NER,712324C94CA834E8,20191223152313,67250524.1313177,62436.0063784017,67.7028,9,0.133,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
930,3,SIMPANG SOUTH,SMSZ03,N,SIMPANG,SM,NORTH REGION,NR,80089CFFAF9153EA,20191223152313,2147082.06660449,7166.91366177721,2.1616,0,0.0,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
931,2,NORTHLAND,YSSZ02,N,YISHUN,YS,NORTH REGION,NR,A0E30DFB562910D3,20191223152313,1511000.36309643,5057.11992149286,1.5212,0,0.0,101,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
932,2,MIDVIEW,WDSZ02,N,WOODLANDS,WD,NORTH REGION,NR,42D5F52D334C615F,20191223152313,936415.52611064,4159.2014403822,0.9427,0,0.0,140,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
933,6,WOODLANDS WEST,WDSZ06,N,WOODLANDS,WD,NORTH REGION,NR,4215C006676A7D38,20191223152313,1648629.90869313,5929.64468680824,1.6597,1,0.603,137,0.73,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
934,2,SEMBAWANG SPRINGS,SBSZ02,N,SEMBAWANG,SB,NORTH REGION,NR,C739B507A1ACBDB3,20191223152313,1099394.72040744,4212.04224667074,1.1068,0,0.0,32,0.0,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
935,1,KRANJI,SKSZ01,N,SUNGEI KADUT,SK,NORTH REGION,NR,3487338E07E5DE5F,20191223152313,3652031.03288316,7899.9523427464,3.6766,2,0.544,0,,"Counts use NParks Heritage Trees as a legal point proxy, not all Singapore trees."
